player_id,name,height_clean,height_ft,height_in,total_inches
5329,Jasmine Bailey,"5'5""",5,5,65
5332,Ashley Farrar,"5'11""",5,11,71
5341,Brynlee Huggins,"5'10""",5,10,70
5331,JJ Eddens,"5'9""",5,9,69
5333,Abbie Jiles,"5'7""",5,7,67
5338,Gracie Raby,"5'6""",5,6,66
5342,Kate Miller,"6'0""",6,0,72
5343,Olivia Allen,"5'5""",5,5,65
5603,Yasmin Perez,"5'4""",5,4,64
5339,Tamia Templeton,"5'10""",5,10,70
5335,Alee McClendon,"5'11""",5,11,71
5330,Bobbi Bazzle,"6'0""",6,0,72
2538,Anujin Dashdorj,"5'8""",5,8,68
2542,Ava Morrow,"5'10""",5,10,70
2530,Anjelai Hayes,"5'7""",5,7,67
2549,Emma Ingersoll-Weng,"5'6""",5,6,66
2536,Dakota Schultice,"5'7""",5,7,67
2548,Taylor Hinkle,"5'10""",5,10,70
2546,Lindsay Tretter,"5'8""",5,8,68
2547,Claire Dougherty,"6'1""",6,1,73
2534,Carolyn Prevost,"6'1""",6,1,73
2550,Skyler Searfoss,"5'8""",5,8,68
2540,Jenn Kokolus,"5'11""",5,11,71
2532,Moe Moore,"5'7""",5,7,67
2544,Jessica Riepe,"5'9""",5,9,69
9372,Olivia Ellis,"5'6""",5,6,66
9321,McKenzie Lott,"5'4""",5,4,64
9366,Breanna Gustave,"5'7""",5,7,67
9318,Ireona Brooks,"5'8""",5,8,68
9319,Yasmine Fairchild,"5'11""",5,11,71
9326,Jentri Worley,"5'10""",5,10,70
9368,Hailey Unger,"5'8""",5,8,68
9324,Emily Trushel,"5'11""",5,11,71
9320,Chesney Gardner,"5'11""",5,11,71
9325,Madison Williams,"5'3""",5,3,63
9367,Rhiannon Saller,"6'0""",6,0,72
9370,Mary Cartee,"5'10""",5,10,70
9323,Delaney Trushel,"5'11""",5,11,71
9369,Marta Rivera,"6'0""",6,0,72
9371,Kelsie Woodard,"6'1""",6,1,73
9373,Annalise Malone,"6'0""",6,0,72
4589,Nicole Bowlin,"5'6""",5,6,66
4590,Victoria Perez,"5'6""",5,6,66
4591,Tessa Hauser,"6'3""",6,3,75
4592,Regan LoConte,"5'11""",5,11,71
4593,Agnes Paul,"6'2""",6,2,74
4594,Dasiya Jones,"6'0""",6,0,72
4595,Sydney Priddy,"5'8""",5,8,68
4598,Makenna Bodette,"6'0""",6,0,72
4601,Maggie Hutka,"6'1""",6,1,73
4600,Aleksandra Clayton,"5'9""",5,9,69
4597,Mia Guest,"5'8""",5,8,68
4602,Mykaela Moore,"5'7""",5,7,67
4599,India Cole,"5'11""",5,11,71
4596,Christen Curry,"5'6""",5,6,66
19337,Laura Gutierrez,"5'7""",5,7,67
19331,Jordan Woodford,"5'10""",5,10,70
19325,Sophie Hadad,"5'11""",5,11,71
19322,Emily Cavey,"5'11""",5,11,71
19330,Macy Larsen,"5'6""",5,6,66
19332,Kailey Page,"5'10""",5,10,70
19326,Kylie Kravig,"5'8""",5,8,68
19338,Serena Ileleji,"5'6""",5,6,66
19324,Sara Geddes,"5'11""",5,11,71
19321,Tatiana Burciaga-Reyes,"5'9""",5,9,69
19327,Leah Redding,"5'6""",5,6,66
19334,Brooke Slymen,"6'0""",6,0,72
19335,Sophia Williams,"5'10""",5,10,70
19328,Tia Slade,"5'11""",5,11,71
19329,Josee Steadman,"6'0""",6,0,72
19333,Olivia Reed,"5'11""",5,11,71
19323,Lauryn Deede,"5'10""",5,10,70
19320,Monica Brooks,"6'1""",6,1,73
19336,Jamisyn Heaton,"5'10""",5,10,70
7806,Mallie McNair,"5'8""",5,8,68
7809,Sarah Schmitt,"5'8""",5,8,68
7799,Elisa Backes,"6'2""",6,2,74
7865,Halle Duft,"5'8""",5,8,68
7810,Bailey Kissinger,"5'8""",5,8,68
7808,Samantha Moore,"6'0""",6,0,72
7811,Riley Jensen,"5'11""",5,11,71
7802,Maegan Holt,"6'0""",6,0,72
7803,Klaire Kirsch,"5'11""",5,11,71
7798,Jillian Aschoff,"5'7""",5,7,67
7804,Trinity Law,"5'9""",5,9,69
7805,Shiloh McCool,"5'11""",5,11,71
7812,Macy Bryant,"5'11""",5,11,71
7813,Baylee Egan,"5'11""",5,11,71
7800,Meg Burns,"5'11""",5,11,71
7807,Lexi Moes,"5'10""",5,10,70
7814,Bailee Sobczak,"6'1""",6,1,73
7801,Brooke Carlson,"6'1""",6,1,73
6595,Terryauna Griffin,"5'7""",5,7,67
6590,Vashae Rideout,"5'6""",5,6,66
6599,WyKira Johnson-Kelly,"5'6""",5,6,66
6588,Jakiyah Parker,"5'8""",5,8,68
6589,Zamiya Passmore,"5'5""",5,5,65
6600,Tanyia Gordon,"5'10""",5,10,70
6592,Cory Santoro,"5'5""",5,5,65
6597,Jasmine Grant,"6'0""",6,0,72
6598,Karisa Bush,"5'10""",5,10,70
6594,Destiny Middleton,"5'9""",5,9,69
6587,Tyasia Freeman,"6'1""",6,1,73
6593,Quadaija Langley,"5'7""",5,7,67
6770,Kayla Sanders,"5'10""",5,10,70
6006,Azariah Fields,"5'2""",5,2,62
6001,Megan Landsiedel,"6'0""",6,0,72
6005,Abby Wrede,"5'8""",5,8,68
6002,Hunter LeBlanc,"6'3""",6,3,75
6004,Hannah Stull,"5'9""",5,9,69
6003,Tilda Lindstrom,"6'0""",6,0,72
6007,Sariya Henry,"6'0""",6,0,72
6008,Bella Sims,"5'6""",5,6,66
6000,Brandi Hudson,"5'10""",5,10,70
5999,Josie Hise,"5'7""",5,7,67
5998,Emily Harman,"5'6""",5,6,66
6009,Mikeba Jones,"6'0""",6,0,72
5997,Maddie Dillinger,"6'2""",6,2,74
6010,Jalen Gathers,"5'10""",5,10,70
5996,Blaikley Crooks,"5'10""",5,10,70
6012,Nevaeh Johnson,"6'0""",6,0,72
16242,Shaniya Caldwell,"5'9""",5,9,69
16243,Madison Clark,"6'1""",6,1,73
16241,Quin Byrd,"5'5""",5,5,65
16245,Shariah Gaddy,"5'11""",5,11,71
16240,Kimbrie'l Barnes,"5'8""",5,8,68
16251,Brynn Tabeling,"5'4""",5,4,64
16348,Amara Newsom,"5'10""",5,10,70
16347,Megan Watson,"5'8""",5,8,68
16248,Reagan Kargo,"5'9""",5,9,69
16246,Kalisha Hill,"5'10""",5,10,70
16244,Mary Davis,"5'8""",5,8,68
16252,Charlotte Terry,"6'1""",6,1,73
16349,De'Jaria Guillory,"5'7""",5,7,67
16249,Reagan McCray,"5'5""",5,5,65
16247,Destiny Jackson,"5'9""",5,9,69
3473,Ellen Silva,"6'1""",6,1,73
3567,Taylor Tiulana,"5'8""",5,8,68
3475,Emma Wass,"6'0""",6,0,72
3471,Caitlin Pusich,"6'0""",6,0,72
3468,Pearle Green,"5'7""",5,7,67
3478,Jayda Van Dyke,"5'8""",5,8,68
3469,Olivia Kraska,"6'1""",6,1,73
3472,Destiny Reimers,"5'9""",5,9,69
3474,Sam Tolliver,"5'8""",5,8,68
3470,Paola Perez-Mendoza,"5'5""",5,5,65
3477,Emma McKenney,"5'6""",5,6,66
3479,Kayla Johnson,"5'10""",5,10,70
5301,Jordan Parker,"5'11""",5,11,71
5289,Anna Katherine Eastman,"5'6""",5,6,66
5294,Marisa Snodgrass,"5'4""",5,4,64
5298,Isabel Grimes,"5'5""",5,5,65
5291,Shyan Flack,"6'1""",6,1,73
5295,Leisha Steger,"5'11""",5,11,71
5293,Miriam Oldacre,"5'8""",5,8,68
5292,McCarley Northway,"5'10""",5,10,70
5296,Sara Strohmeyer,"5'8""",5,8,68
5299,Chloe Johnson,"5'8""",5,8,68
5300,Katie Moore,"6'0""",6,0,72
5290,Michaella Edwards,"5'9""",5,9,69
5297,Savannah Cook,"5'11""",5,11,71
8959,Mariah McKeever,"5'8""",5,8,68
9000,Megan Roob,"5'9""",5,9,69
9002,Adie Wagner,"5'7""",5,7,67
8999,Tori Ratz,"5'8""",5,8,68
9074,Bailey Keske,"5'6""",5,6,66
8956,Natalie Jens,"5'7""",5,7,67
8997,Taneea Henderson,"5'8""",5,8,68
8996,Terryn Johnson,"6'2""",6,2,74
9005,Olivia Skibiel,"6'0""",6,0,72
9004,Payton Bang,"6'2""",6,2,74
8955,Peyton Boom,"6'0""",6,0,72
9001,Kaila Youngs,"6'0""",6,0,72
8998,Ava Loftus,"5'8""",5,8,68
8957,Sarah Kingland,"5'11""",5,11,71
8958,Allisa Knight,"5'11""",5,11,71
4957,Laila Anderson,"5'5""",5,5,65
4950,Josie Kilborn,"5'10""",5,10,70
4947,Haleigh Crews,"5'6""",5,6,66
4948,Laila Harris,"6'1""",6,1,73
4958,Maddison Mangalao,"5'3""",5,3,63
4952,Amber Nealy,"5'6""",5,6,66
4956,Michelle Stewart,"5'5""",5,5,65
4951,Makayla Kimble,"5'7""",5,7,67
4959,Alyssa Root,"5'11""",5,11,71
4960,Jada Priebe,"6'0""",6,0,72
4953,Dominique Pacheco,"5'2""",5,2,62
4949,Taylor Haynes,"5'9""",5,9,69
4955,Asia Smith,"6'1""",6,1,73
4961,Tiandria Tucker,"5'6""",5,6,66
4954,Kaia Simpson,"6'0""",6,0,72
4962,Reagan Hune,"5'10""",5,10,70
4963,Maleiya Hill,"5'4""",5,4,64
7089,Gabreyel Cook,"5'6""",5,6,66
7079,Holly Davies,"5'7""",5,7,67
7084,Taylor Spires,"5'10""",5,10,70
7090,Faith Putz,"5'7""",5,7,67
7080,Tyla Paraha,"5'7""",5,7,67
7091,AC Yearick,"5'8""",5,8,68
7092,Gracie Wilson,"5'5""",5,5,65
7082,Reagan Rozier,"5'11""",5,11,71
7083,April Rummery-Lamb,"6'4""",6,4,76
7093,Brooke Grinstead,"5'8""",5,8,68
7094,Mercer Roberts,"6'0""",6,0,72
7085,Tyla Stolberg,"6'2""",6,2,74
7081,Ella Pearson,"5'10""",5,10,70
7077,Dyani Burke,"5'7""",5,7,67
7076,Giulia Bongiorno,"5'10""",5,10,70
7086,Grace Webb,"5'11""",5,11,71
7088,Destiny Worthy,"6'0""",6,0,72
7078,Payton Cronen,"5'7""",5,7,67
7087,Ericka Wiseley,"6'2""",6,2,74
7522,Madelyn Bragg,"6'2""",6,2,74
7325,Rianna Fillipi,"5'8""",5,8,68
7523,Morgan Fiedler,"5'8""",5,8,68
7520,Olivia Hanson,"5'7""",5,7,67
7329,Jordyn Hilgemann,"5'10""",5,10,70
7328,Halle Heinz,"5'5""",5,5,65
7519,Alayna Benike,"5'11""",5,11,71
7324,Brynn Alfson,"6'0""",6,0,72
7330,Abbey Holmes,"5'7""",5,7,67
7326,Rachel Garvey,"5'8""",5,8,68
7521,Grace Miller,"5'10""",5,10,70
7332,Kailee Oliverson,"6'4""",6,4,76
7334,Laurie Rogers,"6'2""",6,2,74
7327,Zoe Hardwick,"6'3""",6,3,75
5637,Danika Starr,"6'1""",6,1,73
5628,Kate Clark,"5'7""",5,7,67
5633,Jordan Pinson,"5'5""",5,5,65
5632,Lydia Nieto,"5'9""",5,9,69
5627,Emma Clark,"5'6""",5,6,66
5626,Analynn Bohner,"5'8""",5,8,68
5629,McKenna Castledine,"5'10""",5,10,70
5636,Elliett Lee,"5'4""",5,4,64
5631,Cami Knishka,"5'8""",5,8,68
5639,Loy Waid,"6'0""",6,0,72
5638,Shawnacee Davis,"5'8""",5,8,68
5630,Clare Eubanks,"6'1""",6,1,73
5634,Ellie Friend,"6'1""",6,1,73
5635,Ashlynn Sylve,"5'9""",5,9,69
7095,Rachel Wilson,"6'2""",6,2,74
7096,Hannah Archer,"5'9""",5,9,69
7097,Shanley Woods,"5'4""",5,4,64
7100,Shamia Strayhorn,"5'7""",5,7,67
7101,Emily Holzopfel,"5'7""",5,7,67
7102,Fatima Mohammad,"5'7""",5,7,67
7103,Ava Lickliter,"5'7""",5,7,67
7104,Lauren Calhoun,"6'0""",6,0,72
7105,Kenzie Dalton,"5'3""",5,3,63
7106,Taylor Cullen,"5'8""",5,8,68
7111,Kimora Pooler,"6'2""",6,2,74
7115,Graci Fairman,"5'5""",5,5,65
7116,Jacqui Hinesmon,"5'9""",5,9,69
7118,Alivia Thompson,"5'10""",5,10,70
7121,Lucia Gonzales De Las Cuevas,"5'6""",5,6,66
7122,Bryana Henderson,"5'5""",5,5,65
7123,Carla Torrubia Cano,"5'11""",5,11,71
7124,Annie Hunt,"5'10""",5,10,70
7125,Ally Ziegler,"5'10""",5,10,70
5609,Aubrey Brown,"5'4""",5,4,64
5610,Ashton Hackler,"6'0""",6,0,72
5617,Hayley Flores,"5'7""",5,7,67
5614,Tess Talo Tomokino,"5'8""",5,8,68
5926,Ashya Harris,"5'6""",5,6,66
5681,Alexis Dixon,"6'0""",6,0,72
5612,Courtney Lee,"5'11""",5,11,71
5616,Mika Scott,"5'10""",5,10,70
5618,Taylor Flores,"5'7""",5,7,67
5615,Bri Wietelman,"6'1""",6,1,73
5611,Jaylee Kindred,"6'3""",6,3,75
5613,Patrycja Pawlata,"6'3""",6,3,75
6054,Audri Winfrey,"5'11""",5,11,71
6056,Kyndal Rooks,"5'8""",5,8,68
6062,Joey Babel,"5'4""",5,4,64
6058,Samantha Watson,"5'7""",5,7,67
6055,Grayson Fairless,"6'0""",6,0,72
6051,Makayla Miller,"5'7""",5,7,67
6052,Makenzie Schilmoeller,"5'8""",5,8,68
6050,Laney Mears,"5'6""",5,6,66
6059,Madeleine Tipton,"5'10""",5,10,70
6060,Gracen Williams,"5'7""",5,7,67
6053,Heidi Robinson,"5'9""",5,9,69
6057,Abbey Harrison,"6'2""",6,2,74
6061,Kayla Richardson,"5'11""",5,11,71
6967,Olivia Nelson,"5'7""",5,7,67
6970,Lauren Blake,"6'0""",6,0,72
6964,Kade Hackerott,"5'11""",5,11,71
7314,Robin Campbell,"5'4""",5,4,64
6969,Cierra Smith,"5'7""",5,7,67
6971,Lauren Frost,"5'8""",5,8,68
6965,Graycen Holden,"6'2""",6,2,74
6963,Charley Bovaird,"5'11""",5,11,71
6973,Alyssa Morris,"5'11""",5,11,71
6968,Ali Vigil,"5'11""",5,11,71
6966,Brooke Littrell,"6'2""",6,2,74
6972,Ashley Tull,"6'0""",6,0,72
6138,Nyah Pettus,"5'10""",5,10,70
6093,Sydney Holmes,"5'9""",5,9,69
6096,Emma Martin,"5'7""",5,7,67
6092,Karenna Gerber,"6'0""",6,0,72
6091,Tristan Gegg,"5'7""",5,7,67
6090,Erin Davis,"5'8""",5,8,68
6100,Harper Schreiner,"5'8""",5,8,68
6094,Shayla Kohler,"6'2""",6,2,74
6099,Savannah Campbell,"6'2""",6,2,74
6097,Grace Pyle,"5'11""",5,11,71
6098,Jenna Shipley,"5'9""",5,9,69
6095,Alba Lozano Davila,"6'1""",6,1,73
11784,Tyree Allen,"5'9""",5,9,69
11803,Kiara Eubanks,"5'7""",5,7,67
11808,Tyara McQueen,"5'3""",5,3,63
11786,Jayden Burns,"5'6""",5,6,66
11800,Rebecca Fraley,"5'5""",5,5,65
11804,Thalia Guardiola,"5'3""",5,3,63
11792,Lauren Murphy,"5'9""",5,9,69
11795,Amaya Santiago,"5'9""",5,9,69
11805,TiJanae Simmons,"5'7""",5,7,67
11799,Jailah White,"5'5""",5,5,65
11807,Saule Kaupyte,"6'0""",6,0,72
11793,Taina Pagan,"6'0""",6,0,72
11798,Roxkel Washington,"6'1""",6,1,73
11806,Jamie Waldron,"6'2""",6,2,74
11788,Sha'raya Haines,"5'8""",5,8,68
5533,Allison McFarren,"5'5""",5,5,65
5528,Brooke Ellis,"5'7""",5,7,67
5538,Haley Wiskur,"5'11""",5,11,71
5535,Keegan Sullivan,"5'10""",5,10,70
5539,Clare Diener,"5'10""",5,10,70
5537,Ella Wedergren,"5'9""",5,9,69
5529,Rebeca Garcia,"6'3""",6,3,75
5526,Addison Bent,"6'1""",6,1,73
5542,Ali Kamies,"5'5""",5,5,65
5536,Lani Thompson,"5'11""",5,11,71
5531,Molly Hummel,"5'11""",5,11,71
5543,Moriah Putt,"5'10""",5,10,70
5541,Macie Conway,"5'9""",5,9,69
5532,Lindsey Ingwerson,"5'11""",5,11,71
5527,Reagan Dodd,"5'11""",5,11,71
5540,Bailey Brown,"6'1""",6,1,73
5534,Michele Origliasso,"6'0""",6,0,72
5530,Abby Girard,"6'2""",6,2,74
4236,Sandra Mason,"5'5""",5,5,65
4237,Mya Lewis,"5'8""",5,8,68
4239,Jasonnia Burleson,"5'10""",5,10,70
4228,Jala Holloman,"5'0""",5,0,60
4242,Essence Sumner,"5'7""",5,7,67
4230,Olivia King,"5'11""",5,11,71
4232,Rachel Leath,"5'8""",5,8,68
4234,Aurora Roberts,"5'8""",5,8,68
4233,Arriana Lizarraga,"6'0""",6,0,72
4241,Dianna Spence,"6'0""",6,0,72
4240,Logan Dutka,"5'11""",5,11,71
4229,McKenna Kersat,"6'2""",6,2,74
4231,Stephanie Kucy,"5'11""",5,11,71
4235,Thailand Smith,"6'1""",6,1,73
4227,Jessica Henderson,"5'2""",5,2,62
4238,Emily Barr,"5'9""",5,9,69
3322,Matilda Soric,"5'10""",5,10,70
3320,Ronnie Cantu,"5'4""",5,4,64
3330,Morgan Gary,"5'9""",5,9,69
3333,Rebeka Renczes,"5'7""",5,7,67
3334,Jayda Ruffus-Milner,"5'10""",5,10,70
3321,Ainsley Thunell,"6'0""",6,0,72
3327,Sammie Dufek,"6'0""",6,0,72
3331,Lauren Catherman,"5'8""",5,8,68
3324,Isabel Langenberg,"6'0""",6,0,72
3325,McCall Hampton,"5'9""",5,9,69
3326,Dafne Gianesini,"5'11""",5,11,71
3332,Mikah Chapman,"5'10""",5,10,70
3323,Bella Muscoreil,"6'3""",6,3,75
4775,Lilly Koki,"5'8""",5,8,68
4777,Avery Oaster,"6'0""",6,0,72
5020,Iternite Reed,"5'10""",5,10,70
5022,Janealle Sutterlict,"5'9""",5,9,69
4912,Mya Hatchett-Groce,"5'7""",5,7,67
4781,Sarah Lamet,"6'4""",6,4,76
4767,Kiana Rios,"5'9""",5,9,69
5015,Rian Clear,"5'10""",5,10,70
5021,Leah Sopak,"5'7""",5,7,67
5017,Chenoa Louie,"5'11""",5,11,71
4923,Madelyn Brown,"5'8""",5,8,68
5019,Emily Nelson,"6'1""",6,1,73
5016,Laia Currius,"6'1""",6,1,73
4927,Keeli Jade Smith,"5'9""",5,9,69
5018,Lauryn Morris,"5'8""",5,8,68
3335,Alexis Robinson,"5'3""",5,3,63
3338,Jaedyn Dunn,"5'6""",5,6,66
3331,Michaela Kucera,"6'3""",6,3,75
3337,Kayla Braxton-Young,"5'7""",5,7,67
3332,Juliett Martinez,"5'4""",5,4,64
3336,Natalia Ryng,"5'10""",5,10,70
3342,Ariah Powell,"5'6""",5,6,66
3341,Teanna Huggins,"5'6""",5,6,66
3340,Reyelle Frazier,"5'10""",5,10,70
3333,Briley Perkins,"5'9""",5,9,69
3330,Bella Hughes,"5'11""",5,11,71
3334,Faith Phillips,"5'11""",5,11,71
3339,Gabby Elliott,"6'1""",6,1,73
3329,Tonia Bilic,"6'0""",6,0,72
4406,Grace Alverson,"5'5""",5,5,65
4409,Kamryn Cantwell,"5'8""",5,8,68
4405,Aimee Alverson,"5'4""",5,4,64
4607,Lauryn Scalice,"5'8""",5,8,68
4411,Briley Moon,"5'6""",5,6,66
4407,Lauren Beason,"5'11""",5,11,71
4410,Caitlin Kobiske,"5'10""",5,10,70
4413,Kentoya Woods,"5'10""",5,10,70
4412,Avri Weeks,"6'0""",6,0,72
4609,Tiffany Liddie,"5'9""",5,9,69
4610,Abbie Barr,"5'7""",5,7,67
4408,Maci Bookout,"5'6""",5,6,66
4611,Karyssa Jackson,"5'11""",5,11,71
4612,Holli Lindley,"5'10""",5,10,70
4613,Allie Buchanan,"6'1""",6,1,73
4614,MaKenna Walker,"5'8""",5,8,68
4971,Mychala Linzy,"5'4""",5,4,64
4982,Brooklin Brown,"5'9""",5,9,69
4979,Kelsie Hawkins,"5'5""",5,5,65
4964,Jerica Bell,"6'0""",6,0,72
4966,Kenzie Ezekiel,"5'7""",5,7,67
4978,Chloe Wilbanks,"5'6""",5,6,66
4974,Kylie Minter,"5'5""",5,5,65
4981,Addy Tremie,"5'11""",5,11,71
4970,Jessica Jones,"5'10""",5,10,70
4973,Kylie Warren,"5'10""",5,10,70
4975,Riley Stanford,"5'8""",5,8,68
4980,Marlee Bright,"5'4""",5,4,64
4972,Diamond Morris,"5'11""",5,11,71
4967,Jada Gasaway,"5'7""",5,7,67
4968,Braydyn Hill,"5'7""",5,7,67
4977,Sihirah Reese,"5'11""",5,11,71
5550,Abby Kopecky,"5'10""",5,10,70
5551,Tate Norblade,"5'9""",5,9,69
5554,Lauren Zacharias,"5'6""",5,6,66
5547,Ashley Gustavson,"5'8""",5,8,68
5543,Brigid Boyle,"6'0""",6,0,72
5546,Annie Guentzel,"5'9""",5,9,69
5549,Avery Kallman,"6'1""",6,1,73
5544,Delaney Clark,"5'11""",5,11,71
5552,Kassidy Pingel,"6'0""",6,0,72
5556,Rachel Dahlen,"6'2""",6,2,74
5557,Meg Rietz,"6'0""",6,0,72
5545,Maya Fitzpatrick,"5'10""",5,10,70
5558,Kylah vanDonkersgoed,"6'1""",6,1,73
5553,Ella Skinner,"6'0""",6,0,72
5548,Logan Hughes,"5'10""",5,10,70
5555,Emma Schweigart,"6'1""",6,1,73
5559,Lily Fitzgerald,"6'1""",6,1,73
6181,Grace Faulk,"5'9""",5,9,69
6183,Anna Lucarelli,"5'8""",5,8,68
6190,Bailey Beckstedt,"5'7""",5,7,67
6192,Natalija Sekulovska,"5'11""",5,11,71
6347,Sonia Sarda,"5'6""",5,6,66
6182,Paige Julian,"5'8""",5,8,68
6191,Gracie Lyon,"6'1""",6,1,73
6185,Karly McCutcheon,"5'9""",5,9,69
6187,Bailee Smith,"5'8""",5,8,68
6193,Halley Smith,"5'8""",5,8,68
6188,Corinne Thomas,"5'9""",5,9,69
6184,Arriana Manzay,"6'3""",6,3,75
6186,Jenna Riccardo,"5'11""",5,11,71
6189,Olivia Baker,"5'8""",5,8,68
3299,Ashley Davis,"5'9""",5,9,69
3307,Hannah Shriver,"5'7""",5,7,67
3309,Makayla Smith,"5'8""",5,8,68
3306,Caroline Scott,"5'7""",5,7,67
3313,Felesia Ondongo,"5'8""",5,8,68
3308,Emily Anthony,"5'4""",5,4,64
3300,Destiny Fields,"5'10""",5,10,70
3303,Alana Kramer,"5'7""",5,7,67
3310,Anysa Jordan,"6'1""",6,1,73
3302,Shelby Harmeyer,"5'10""",5,10,70
3311,Imani Reid,"5'10""",5,10,70
3304,Latifat Olatunji,"6'1""",6,1,73
3305,ZZ Russell,"5'6""",5,6,66
3301,Emyah Fortenberry,"5'11""",5,11,71
3312,Jessica Osuanah,"6'3""",6,3,75
2783,Kiarah Cole-Massiah,"5'10""",5,10,70
2785,Corriana Evans,"6'0""",6,0,72
2786,Trinity Jones,"5'6""",5,6,66
2793,Hannah White,"5'8""",5,8,68
2787,Deyanna McKinney,"5'6""",5,6,66
2791,Denise Stine,"5'6""",5,6,66
2784,Janiah Ellis,"5'10""",5,10,70
2790,Rose Smith,"6'3""",6,3,75
2789,Rianna Smith,"5'5""",5,5,65
2792,Shawn Tate,"5'10""",5,10,70
2788,Brea Patterson,"5'5""",5,5,65
2781,Mariah Baltierra,"5'6""",5,6,66
6738,Cali McClave,"5'9""",5,9,69
6736,Erika Glenn,"5'9""",5,9,69
6732,Meadow Aragon,"5'11""",5,11,71
6740,Caitlin Wheeler,"6'1""",6,1,73
6742,Gretta Baker,"5'9""",5,9,69
6737,Ana McClave,"5'10""",5,10,70
6734,Madisyn Clark,"5'8""",5,8,68
6743,Ally Harman,"5'9""",5,9,69
6739,Princy Paaluhi-Caulk,"5'3""",5,3,63
6744,Gracie Arnold,"6'1""",6,1,73
6733,Kylee Arzner,"5'10""",5,10,70
6745,Pi'ohia Tuivai,"5'10""",5,10,70
6735,Kiylynn Dawkins,"6'1""",6,1,73
6741,Averi Young,"6'2""",6,2,74
7844,Avery Dykstra,"5'10""",5,10,70
7855,Kaimyla Nolen,"5'7""",5,7,67
7845,Riley Dykstra,"5'10""",5,10,70
7998,Marsani Cannon,"5'3""",5,3,63
7856,Stephanie Peterson,"5'10""",5,10,70
7846,Monique Fierke,"5'7""",5,7,67
7852,Brooke Walling,"6'3""",6,3,75
7847,Katrina Gimmaka,"5'11""",5,11,71
7851,Truitt Reilly,"6'2""",6,2,74
7854,Jadyn Watts,"6'1""",6,1,73
7849,Mason Oberg,"5'5""",5,5,65
7848,Maddy Grandbois,"5'9""",5,9,69
7850,Mollie Olson,"5'10""",5,10,70
7959,Ellee Brockman,"6'0""",6,0,72
7853,Carley Zaragoza,"6'1""",6,1,73
10942,Leah Barringer,"5'8""",5,8,68
10952,Bethel Ekperigha,"5'5""",5,5,65
10949,Lauren Sullivan,"6'0""",6,0,72
10945,Jaxson Douglas,"6'0""",6,0,72
10953,Laney Beale,"5'6""",5,6,66
10954,Kyndall Shivers,"5'6""",5,6,66
10943,Hannah Clark,"5'5""",5,5,65
10950,Bryanna Troutman,"6'2""",6,2,74
10947,Laura Kozo,"6'4""",6,4,76
10955,Adair Garrison,"6'0""",6,0,72
10944,AJ Davis,"6'2""",6,2,74
10951,Jaia Wilson,"5'5""",5,5,65
10946,Mikayla Dyson,"5'10""",5,10,70
10948,Madison Lowery,"6'1""",6,1,73
10956,Emily Hege,"5'6""",5,6,66
12614,Ashley Steffeck,"5'9""",5,9,69
12618,Suni Davis,"5'7""",5,7,67
12615,Loralee Stock,"5'9""",5,9,69
12622,Ashley Van Sickle,"5'7""",5,7,67
12621,Saya Sabus,"5'9""",5,9,69
12620,Jessica Rios,"5'7""",5,7,67
12611,Josephine Howery,"5'9""",5,9,69
12613,Jenna Siebert,"5'9""",5,9,69
12617,Sammy Van Sickle,"6'2""",6,2,74
12610,Quincey Baum,"6'0""",6,0,72
12612,Shelby Nichols,"6'1""",6,1,73
12619,Alison Kantor,"6'3""",6,3,75
12616,Megan Van de Graaf,"6'0""",6,0,72
3714,Amber Abusbeih,"5'6""",5,6,66
3726,Lacy Robins,"6'1""",6,1,73
3717,Kristyn Goshay,"5'3""",5,3,63
3725,Letiya Reeves,"5'11""",5,11,71
3727,Olivia West,"6'0""",6,0,72
3720,Zuzanna Rudenko,"5'11""",5,11,71
3723,Jillian Bretz,"5'10""",5,10,70
3724,Simone Lett,"6'1""",6,1,73
3719,Olonna Rawls,"5'9""",5,9,69
3718,Maya Jackson,"6'0""",6,0,72
3722,Emilia Tenbrock,"6'0""",6,0,72
3716,Adrieanna Brownlee,"6'1""",6,1,73
3941,LaChazity Shaver,"5'9""",5,9,69
3938,Kaylee Milburn,"6'0""",6,0,72
3945,Zaakyaa Young,"5'7""",5,7,67
4044,Taylor Smith,"5'7""",5,7,67
3936,Angel Broadus,"5'8""",5,8,68
3934,Abbie Bartenslager,"5'8""",5,8,68
4040,Ellie Wilkerson,"5'10""",5,10,70
4041,Emma Gentry,"5'10""",5,10,70
3937,Karlie Denham,"5'6""",5,6,66
3939,Peyton Adams,"5'9""",5,9,69
4038,Alexis Smith,"5'5""",5,5,65
4043,Jocelyn Ramos-Chears,"5'11""",5,11,71
4042,Jaela Reid,"5'11""",5,11,71
4039,Madison Butler,"6'1""",6,1,73
3942,Victoria Sturm,"5'8""",5,8,68
3944,Jackie Wright,"5'9""",5,9,69
3935,Marissa Berlin,"6'3""",6,3,75
5842,Dakiya Toney,"5'11""",5,11,71
6248,Otashae Burrage,"5'2""",5,2,62
6247,TaKyla Allen,"5'9""",5,9,69
6250,Ginny Higginbotham,"5'7""",5,7,67
5831,Andrea Duran,"5'6""",5,6,66
5834,MaKenzie Hill,"5'8""",5,8,68
6251,Michelle Smith,"5'6""",5,6,66
5830,Camryn Davis,"5'9""",5,9,69
